gene_id	gene_name	gene_type	n_isoforms	n_pairs	n_share_3p	n_share_5p	rate_3p	rate_5p	delta_3p_vs_5p
ENSG00000271395	LINC02336	lncRNA	10	45	0	3	0.0	0.066667	-0.066667
ENSG00000234384	LINC01049	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000299383	ENSG00000299383	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000302815	ENSG00000302815	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000229557	LINC00379	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000309877	ENSG00000309877	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000179399	GPC5	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000232885	GPC5-AS2	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000235984	GPC5-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000232849	LINC00363	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000294700	ENSG00000294700	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000080166	DCT	protein_coding	5	10	0	1	0.0	0.1	-0.1
ENSG00000289878	ENSG00000289878	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000152749	GPR180	protein_coding	4	6	0	1	0.0	0.166667	-0.166667
ENSG00000227640	SOX21-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000287635	ENSG00000287635	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000304941	ENSG00000304941	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000102580	DNAJC3	protein_coding	9	36	0	1	0.0	0.027778	-0.027778
ENSG00000309124	ENSG00000309124	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000293326	LINC00359	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000272329	ENSG00000272329	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000305075	ENSG00000305075	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000303070	ENSG00000303070	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000286416	ENSG00000286416	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000125249	RAP2A	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000065150	IPO5	retained_intron	33	528	0	2	0.0	0.003788	-0.003788
ENSG00000297447	ENSG00000297447	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000224418	STK24-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000088386	SLC15A1	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000229918	DOCK9-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000169508	GPR183	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000234303	CLYBL-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000286757	ENSG00000286757	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000288060	ENSG00000288060	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000043355	ZIC2	protein_coding	5	10	0	0	0.0	0.0	0.0
ENSG00000274605	PCCA-DT	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000234650	PCCA-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000134864	GGACT	protein_coding	10	45	0	0	0.0	0.0	0.0
ENSG00000224356	ENSG00000224356	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000289594	ENSG00000289594	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000233009	NALCN-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000229599	LINC00411	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000302486	ENSG00000302486	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000243319	FGF14-IT1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000234445	FGF14-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000294645	ENSG00000294645	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000286312	ENSG00000286312	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000270181	BIVM-ERCC5	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000305730	ENSG00000305730	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000296764	ENSG00000296764	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000302562	ENSG00000302562	lncRNA	3	3	0	1	0.0	0.333333	-0.333333
ENSG00000304703	ENSG00000304703	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000309849	ENSG00000309849	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000304988	ENSG00000304988	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000305002	ENSG00000305002	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000309518	ENSG00000309518	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295604	ENSG00000295604	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000308258	ENSG00000308258	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000286929	ENSG00000286929	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000308108	ENSG00000308108	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000287923	ENSG00000287923	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000298325	ENSG00000298325	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000233532	LINC00460	lncRNA	8	28	0	0	0.0	0.0	0.0
ENSG00000298177	ENSG00000298177	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000303813	ENSG00000303813	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000303827	ENSG00000303827	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000303843	ENSG00000303843	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000303331	ENSG00000303331	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000125266	EFNB2	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000284966	ENSG00000284966	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000287546	ENSG00000287546	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000286343	ENSG00000286343	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000102524	TNFSF13B	protein_coding_CDS_not_defined	6	15	0	0	0.0	0.0	0.0
ENSG00000283384	ENSG00000283384	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000309592	ENSG00000309592	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000041515	MYO16	protein_coding	6	15	0	0	0.0	0.0	0.0
ENSG00000303952	ENSG00000303952	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000297783	ENSG00000297783	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000307392	ENSG00000307392	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000285534	ENSG00000285534	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000234854	LINC00676	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000308820	ENSG00000308820	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000300524	ENSG00000300524	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000275741	ENSG00000275741	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000305305	ENSG00000305305	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000279965	LINC03032	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000289010	ENSG00000289010	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000139832	RAB20	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000298451	ENSG00000298451	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000298419	ENSG00000298419	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000310123	ENSG00000310123	lncRNA	3	3	0	1	0.0	0.333333	-0.333333
ENSG00000290807	ENSG00000290807	lncRNA	14	91	0	0	0.0	0.0	0.0
ENSG00000296735	ENSG00000296735	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000298786	ENSG00000298786	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000225870	LINC00368	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000235875	ARHGEF7-AS2	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000308018	ENSG00000308018	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000299388	ENSG00000299388	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000304677	ENSG00000304677	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000306489	ENSG00000306489	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000300029	ENSG00000300029	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000306040	ENSG00000306040	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000303208	ENSG00000303208	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000296609	ENSG00000296609	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000302668	ENSG00000302668	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000225083	GRTP1-AS1	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000297625	ENSG00000297625	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000233613	DCUN1D2-AS	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000185974	GRK1	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000307605	ENSG00000307605	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000233695	GAS6-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000272695	GAS6-DT	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000237699	ENSG00000237699	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000274766	ENSG00000274766	lncRNA	8	28	0	1	0.0	0.035714	-0.035714
ENSG00000260910	SWINGN	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000308682	ENSG00000308682	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000283199	C13orf46	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000304656	ENSG00000304656	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000304746	ENSG00000304746	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000283361	CFAP97D2	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000229723	LINC01054	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000290354	ENSG00000290354	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000257959	ENSG00000257959	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000306587	ENSG00000306587	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000258364	ENSG00000258364	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000257891	ENSG00000257891	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000222036	POTEM	nonsense_mediated_decay	3	3	0	3	0.0	1.0	-1.0
ENSG00000258314	ENSG00000258314	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000308525	ENSG00000308525	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000277128	ENSG00000277128	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000299837	ENSG00000299837	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000291205	ENSG00000291205	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000274827	LINC01297	lncRNA	14	91	0	0	0.0	0.0	0.0
ENSG00000187537	POTEG	protein_coding	3	3	0	3	0.0	1.0	-1.0
ENSG00000293168	ENSG00000293168	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000273639	ENSG00000273639	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000259069	ENSG00000259069	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000257395	ENSG00000257395	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000176198	OR11H4	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000185271	KLHL33	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000092094	OSGEP	protein_coding	16	120	0	3	0.0	0.025	-0.025
ENSG00000259060	ENSG00000259060	nonsense_mediated_decay	2	1	0	0	0.0	0.0	0.0
ENSG00000258573	RNASE11-AS1	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000258436	RNASE12	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000296068	ENSG00000296068	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000303727	ENSG00000303727	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000303752	ENSG00000303752	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000169413	RNASE6	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000303804	ENSG00000303804	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258471	ENSG00000258471	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000165794	SLC39A2	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000258604	ENSG00000258604	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000165799	RNASE7	nonsense_mediated_decay	2	1	0	0	0.0	0.0	0.0
ENSG00000178107	ENSG00000178107	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000258441	LINC00641	retained_intron	2	1	0	0	0.0	0.0	0.0
ENSG00000260830	ENSG00000260830	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000305385	ENSG00000305385	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000129472	RAB2B	protein_coding	6	15	0	0	0.0	0.0	0.0
ENSG00000165821	SALL2	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000259054	LINC02332	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000305009	ENSG00000305009	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258458	OXA1L-DT	lncRNA	17	136	0	0	0.0	0.0	0.0
ENSG00000303741	ENSG00000303741	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000139890	REM2	protein_coding	3	3	0	1	0.0	0.333333	-0.333333
ENSG00000237054	PRMT5-AS1	lncRNA	10	45	0	0	0.0	0.0	0.0
ENSG00000129474	AJUBA	protein_coding	8	28	0	0	0.0	0.0	0.0
ENSG00000258457	AJUBA-DT	lncRNA	38	703	0	0	0.0	0.0	0.0
ENSG00000288795	ENSG00000288795	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000092067	CEBPE	protein_coding_CDS_not_defined	3	3	0	0	0.0	0.0	0.0
ENSG00000289968	ENSG00000289968	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000290292	HOMEZ	protein_coding	5	10	0	0	0.0	0.0	0.0
ENSG00000235194	PPP1R3E	protein_coding	10	45	0	0	0.0	0.0	0.0
ENSG00000258643	BCL2L2-PABPN1	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000300116	ENSG00000300116	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000157306	ZFHX2-AS1	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000136367	ZFHX2	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000259431	THTPA	protein_coding_CDS_not_defined	8	28	0	0	0.0	0.0	0.0
ENSG00000258727	AP1G2-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000299131	ENSG00000299131	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000308027	ENSG00000308027	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000186648	CARMIL3	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000139914	FITM1	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000278784	ENSG00000278784	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000260669	ENSG00000260669	retained_intron	2	1	0	0	0.0	0.0	0.0
ENSG00000255526	NEDD8-MDP1	nonsense_mediated_decay	4	6	0	0	0.0	0.0	0.0
ENSG00000129559	NEDD8	protein_coding	12	66	0	0	0.0	0.0	0.0
ENSG00000092295	TGM1	protein_coding	10	45	0	0	0.0	0.0	0.0
ENSG00000196943	NOP9	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000213906	LTB4R2	protein_coding	5	10	0	0	0.0	0.0	0.0
ENSG00000129465	RIPK3	protein_coding	10	45	0	0	0.0	0.0	0.0
ENSG00000205978	NYNRIN	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000139899	CBLN3	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000092009	CMA1	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000100448	CTSG	protein_coding	3	3	0	0	0.0	0.0	0.0
ENSG00000258657	GZMH-AS1	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000100450	GZMH	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000309034	ENSG00000309034	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000303019	ENSG00000303019	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000257986	LINC02306	lncRNA	9	36	0	0	0.0	0.0	0.0
ENSG00000309558	ENSG00000309558	lncRNA	8	28	0	0	0.0	0.0	0.0
ENSG00000139910	NOVA1	protein_coding	13	78	0	0	0.0	0.0	0.0
ENSG00000257842	NOVA1-DT	lncRNA	11	55	0	0	0.0	0.0	0.0
ENSG00000286479	ENSG00000286479	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000292998	MIR3171HG	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000257869	ENSG00000257869	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000258175	LINC02300	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000286040	ENSG00000286040	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000248975	ENSG00000248975	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000257636	G2E3-AS1	lncRNA	19	171	0	0	0.0	0.0	0.0
ENSG00000301732	ENSG00000301732	lncRNA	12	66	0	0	0.0	0.0	0.0
ENSG00000306259	ENSG00000306259	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258525	ENSG00000258525	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000257831	ENSG00000257831	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000203546	ENSG00000203546	nonsense_mediated_decay	3	3	0	0	0.0	0.0	0.0
ENSG00000250365	HEATR5A-DT	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000129480	DTD2	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000257155	NUBPL-DT	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000296075	ENSG00000296075	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000286527	ENSG00000286527	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000294683	ENSG00000294683	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258580	ENSG00000258580	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000293859	ENSG00000293859	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000302430	ENSG00000302430	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000310434	ENSG00000310434	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000129521	EGLN3	protein_coding	12	66	0	0	0.0	0.0	0.0
ENSG00000298099	ENSG00000298099	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000129518	EAPP	protein_coding	6	15	0	0	0.0	0.0	0.0
ENSG00000259135	ENSG00000259135	lncRNA	13	78	0	3	0.0	0.038462	-0.038462
ENSG00000305710	ENSG00000305710	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000165410	CFL2	protein_coding	9	36	0	0	0.0	0.0	0.0
ENSG00000151327	FAM177A1	protein_coding	16	120	0	1	0.0	0.008333	-0.008333
ENSG00000306097	ENSG00000306097	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295130	ENSG00000295130	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258860	ENSG00000258860	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295095	ENSG00000295095	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295321	ENSG00000295321	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295280	ENSG00000295280	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000257520	SFTA3	protein_coding_CDS_not_defined	2	1	0	0	0.0	0.0	0.0
ENSG00000136352	NKX2-1	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000258661	ENSG00000258661	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000198807	PAX9	protein_coding_CDS_not_defined	6	15	0	1	0.0	0.066667	-0.066667
ENSG00000183032	SLC25A21	protein_coding	5	10	0	0	0.0	0.0	0.0
ENSG00000259087	ENSG00000259087	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000129514	FOXA1	protein_coding	5	10	0	0	0.0	0.0	0.0
ENSG00000259091	LINC00517	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000259048	ENSG00000259048	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295295	ENSG00000295295	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000301174	ENSG00000301174	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000307769	ENSG00000307769	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000258651	SEC23A-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000182400	TRAPPC6B	retained_intron	9	36	0	0	0.0	0.0	0.0
ENSG00000100941	PNN	protein_coding	9	36	0	0	0.0	0.0	0.0
ENSG00000298237	ENSG00000298237	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000295711	ENSG00000295711	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258940	MIA2-AS1	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000165355	FBXO33	protein_coding	4	6	0	0	0.0	0.0	0.0
ENSG00000309779	ENSG00000309779	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000286099	ENSG00000286099	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000307744	ENSG00000307744	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000295540	ENSG00000295540	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000304974	ENSG00000304974	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000296012	ENSG00000296012	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000258969	LINC02307	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258747	ENSG00000258747	lncRNA	9	36	0	0	0.0	0.0	0.0
ENSG00000179476	DORIP1	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000249163	PRPF39-DT	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000258616	LINC02303	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000304903	ENSG00000304903	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000139915	MDGA2	protein_coding	9	36	0	0	0.0	0.0	0.0
ENSG00000289195	ENSG00000289195	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000303665	ENSG00000303665	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000303133	ENSG00000303133	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000213741	RPS29	protein_coding	10	45	0	0	0.0	0.0	0.0
ENSG00000278002	ENSG00000278002	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000300197	ENSG00000300197	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000300221	ENSG00000300221	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000100490	CDKL1	protein_coding	16	120	0	0	0.0	0.0	0.0
ENSG00000258857	ENSG00000258857	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000151748	SAV1	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000304191	ENSG00000304191	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258955	LINC00519	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000258942	ENSG00000258942	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000299112	ENSG00000299112	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000087302	RTRAF	protein_coding	16	120	0	1	0.0	0.008333	-0.008333
ENSG00000087303	NID2	protein_coding	7	21	0	0	0.0	0.0	0.0
ENSG00000308586	ENSG00000308586	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000168229	PTGDR	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000125384	PTGER2	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000259049	ENSG00000259049	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000285664	ENSG00000285664	lncRNA	16	120	0	3	0.0	0.025	-0.025
ENSG00000258698	ENSG00000258698	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000295341	ENSG00000295341	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000225680	ENSG00000225680	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000295303	ENSG00000295303	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000297427	ENSG00000297427	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000300202	ENSG00000300202	lncRNA	6	15	0	1	0.0	0.066667	-0.066667
ENSG00000100528	CNIH1	protein_coding	8	28	0	0	0.0	0.0	0.0
ENSG00000285774	SAMD4A-AS1	lncRNA	6	15	0	0	0.0	0.0	0.0
ENSG00000168175	MAPK1IP1L	protein_coding_CDS_not_defined	10	45	0	0	0.0	0.0	0.0
ENSG00000304907	ENSG00000304907	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000293989	ENSG00000293989	lncRNA	4	6	0	0	0.0	0.0	0.0
ENSG00000126775	ATG14	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000182521	TBPL2	protein_coding	2	1	0	0	0.0	0.0	0.0
ENSG00000186615	KTN1-AS1	lncRNA	12	66	0	0	0.0	0.0	0.0
ENSG00000258784	ENSG00000258784	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000258428	ENSG00000258428	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000259133	ENSG00000259133	lncRNA	7	21	0	0	0.0	0.0	0.0
ENSG00000248550	OTX2-AS1	lncRNA	11	55	0	0	0.0	0.0	0.0
ENSG00000258776	ENSG00000258776	lncRNA	5	10	0	0	0.0	0.0	0.0
ENSG00000053770	AP5M1	protein_coding	12	66	0	0	0.0	0.0	0.0
ENSG00000151812	SLC35F4	protein_coding	8	28	0	0	0.0	0.0	0.0
ENSG00000259039	SLC35F4-AS1	lncRNA	3	3	0	0	0.0	0.0	0.0
ENSG00000279636	LINC00216	lncRNA	2	1	0	1	0.0	1.0	-1.0
ENSG00000032219	ARID4A	protein_coding	12	66	0	1	0.0	0.015152	-0.015152
ENSG00000258658	TOMM20L-DT	lncRNA	2	1	0	0	0.0	0.0	0.0
ENSG00000196860	TOMM20L	nonsense_mediated_decay	2	1	0	0	0.0	0.0	0.0
ENSG00000100578	KIAA0586	protein_coding	26	325	0	1	0.0	0.003077	-0.003077
ENSG00000165617	DACT1	protein_coding_CDS_not_defined	7	21	0	1	0.0	0.047619	-0.047619
ENSG00000301219	ENSG00000301219	lncRNA	2	1	0	0	0.0	0.0	0.0
